order_id,customer_id,product_id,order_date,delivery_date,category,sub_category,product_name,unit_price,quantity,discount,revenue,payment_method,order_status,city,state,customer_age,customer_gender,customer_rating,acquisition_channel,is_first_order,return_reason,is_price_outlier,age_group,days_to_delivery,order_year,order_month,order_quarter,revenue_band,is_cancelled
ORD11769,CUST1142,PROD0323,2024-05-02,2024-05-09,Electronics,Headphones,Headphones - Model 443,5947.42,5,0.33,19923.86,Wallet,Delivered,Bengaluru,Karnataka,21,Female,4.0,Referral,False,N/A,False,18-25,7.0,2024,5,2,Premium (10K+),False
ORD10023,CUST1372,PROD0268,2024-11-16,2024-11-25,Electronics,Cameras,Cameras - Model 418,5527.11,3,0.05,15752.26,Net Banking,Delivered,Chennai,Tamil Nadu,29,Male,3.0,Email Campaign,False,N/A,False,26-35,9.0,2024,11,4,Premium (10K+),False
ORD12394,CUST2032,PROD0536,2023-04-24,2023-05-01,Sports,Running,Running - Model 996,13356.95,3,0.08,36865.18,Debit Card,Returned,Chennai,Tamil Nadu,28,Female,4.0,Social Media,True,,False,26-35,7.0,2023,4,2,Premium (10K+),False
ORD11200,CUST3202,PROD0285,2024-09-24,,Books,Non-Fiction,Non-Fiction - Model 950,11386.03,2,0.14,19583.97,UPI,Processing,Kolkata,West Bengal,34,Male,4.0,Mobile App,False,N/A,False,26-35,,2024,9,3,Premium (10K+),False
ORD10812,CUST2028,PROD0238,2024-08-15,2024-08-22,Beauty,Haircare,Haircare - Model 937,1913.71,4,0.01,7578.29,COD,Delivered,Kolkata,West Bengal,62,Other,4.0,Mobile App,True,N/A,False,56+,7.0,2024,8,3,High (2K-10K),False
ORD11173,CUST2038,PROD0122,2024-04-01,2024-04-11,Books,Comics,Comics - Model 406,3934.06,2,0.03,7632.08,Wallet,Cancelled,Surat,Gujarat,47,Female,1.0,Mobile App,True,N/A,False,46-55,10.0,2024,4,2,High (2K-10K),True
ORD10501,CUST2455,PROD0303,2023-08-04,2023-08-14,Electronics,Tablets,Tablets - Model 687,8064.64,3,0.3,16935.74,Debit Card,Returned,Mumbai,Maharashtra,39,Other,1.0,Social Media,True,Not as Described,False,36-45,10.0,2023,8,3,Premium (10K+),False
ORD12634,CUST2053,PROD0219,2023-11-07,,Beauty,Haircare,Haircare - Model 469,10710.04,4,0.32,29131.31,Wallet,Processing,Mumbai,Maharashtra,58,Other,4.0,Referral,False,N/A,False,56+,,2023,11,4,Premium (10K+),False
ORD14794,CUST2695,PROD0531,2024-06-02,2024-06-03,Home & Kitchen,Lighting,Lighting - Model 977,4506.09,1,0.29,3199.32,COD,Returned,Hyderabad,Telangana,64,Female,5.0,Website,True,Defective,False,56+,1.0,2024,6,2,High (2K-10K),False
ORD13142,CUST1052,PROD0401,2023-07-03,2023-07-06,Clothing,Women Tops,Women Tops - Model 645,8787.51,5,0.09,39983.17,UPI,Delivered,Kolkata,West Bengal,47,Other,4.0,Referral,True,N/A,False,46-55,3.0,2023,7,3,Premium (10K+),False
ORD10465,CUST2777,PROD0355,2024-04-07,2024-04-11,Beauty,Makeup,Makeup - Model 427,5654.32,1,0.18,4636.54,UPI,Processing,Chennai,Tamil Nadu,32,Male,1.0,Mobile App,False,N/A,False,26-35,4.0,2024,4,2,High (2K-10K),False
ORD11840,CUST2170,PROD0550,2023-10-25,2023-11-03,Beauty,Skincare,Skincare - Model 875,5613.9,3,0.4,10105.02,COD,Delivered,Bengaluru,Karnataka,27,Male,5.0,Website,False,N/A,False,26-35,9.0,2023,10,4,Premium (10K+),False
ORD13295,CUST1399,PROD0334,2023-01-15,,Beauty,Skincare,Skincare - Model 940,1045.14,2,0.34,1379.58,Debit Card,Delivered,Kolkata,West Bengal,40,Female,4.0,Social Media,False,N/A,False,36-45,,2023,1,1,Medium (500-2K),False
ORD13931,CUST2116,PROD0599,2024-12-09,2024-12-11,Clothing,Dresses,Dresses - Model 417,2758.69,5,0.0,13793.45,COD,Delivered,Ahmedabad,Gujarat,54,Male,5.0,Website,False,N/A,False,46-55,2.0,2024,12,4,Premium (10K+),False
ORD13647,CUST2308,PROD0124,2024-11-03,,Sports,Swimming,Swimming - Model 297,6478.28,5,0.1,29152.26,Wallet,Delivered,Bengaluru,Karnataka,18,Female,5.0,Mobile App,False,N/A,False,18-25,,2024,11,4,Premium (10K+),False
ORD13571,CUST1981,PROD0177,2023-01-31,2023-02-09,Sports,Swimming,Swimming - Model 709,8093.44,1,0.07,7526.9,Debit Card,Delivered,Kolkata,West Bengal,40,Male,4.0,Email Campaign,False,N/A,False,36-45,9.0,2023,1,1,High (2K-10K),False
ORD10879,CUST1316,PROD0239,2023-12-13,,Books,Non-Fiction,Non-Fiction - Model 782,3368.48,1,0.25,2526.36,COD,Delivered,Ahmedabad,Gujarat,53,Male,4.0,Website,False,N/A,False,46-55,,2023,12,4,High (2K-10K),False
ORD11383,CUST3108,PROD0539,2023-04-08,2023-04-13,Books,Biography,Biography - Model 940,3909.09,5,0.21,15440.91,COD,Delivered,Delhi,Delhi,36,Male,5.0,Website,False,N/A,False,36-45,5.0,2023,4,2,Premium (10K+),False
ORD13664,CUST2978,PROD0179,2023-03-09,2023-03-10,Home & Kitchen,Cookware,Cookware - Model 613,8289.84,1,0.29,5885.79,UPI,Delivered,Ahmedabad,Gujarat,52,Female,4.0,Website,True,N/A,False,46-55,1.0,2023,3,1,High (2K-10K),False
ORD10106,CUST2177,PROD0275,2024-10-08,,Sports,Gym Equipment,Gym Equipment - Model 597,6185.22,4,0.31,17071.21,COD,Delivered,Pune,Maharashtra,46,Female,4.0,Email Campaign,False,N/A,False,46-55,,2024,10,4,Premium (10K+),False
ORD11397,CUST1226,PROD0148,2024-11-13,2024-11-17,Toys,Educational,Educational - Model 414,3768.28,3,0.35,7348.15,UPI,Delivered,Jaipur,Rajasthan,37,Other,3.0,Referral,False,N/A,False,36-45,4.0,2024,11,4,High (2K-10K),False
ORD12746,CUST1233,PROD0549,2024-01-22,2024-01-29,Home & Kitchen,Lighting,Lighting - Model 983,8695.56,4,0.34,22956.28,Net Banking,Cancelled,Mumbai,Maharashtra,59,Female,3.0,Social Media,False,N/A,False,56+,7.0,2024,1,1,Premium (10K+),True
ORD12145,CUST2776,PROD0460,2023-03-14,,Electronics,Tablets,Tablets - Model 301,12333.47,3,0.29,26270.29,Debit Card,Delivered,Mumbai,Maharashtra,68,Other,4.0,Referral,True,N/A,False,56+,,2023,3,1,Premium (10K+),False
ORD11344,CUST3854,PROD0311,2023-08-01,2023-08-03,Sports,Swimming,Swimming - Model 802,11153.46,4,0.12,39260.18,Debit Card,Shipped,Jaipur,Rajasthan,44,Female,5.0,Mobile App,True,N/A,False,36-45,2.0,2023,8,3,Premium (10K+),False
ORD12186,CUST3551,PROD0448,2023-04-11,2023-04-18,Home & Kitchen,Decor,Decor - Model 268,13074.51,1,0.4,7844.71,Net Banking,Delivered,Jaipur,Rajasthan,20,Male,2.0,Social Media,False,N/A,False,18-25,7.0,2023,4,2,High (2K-10K),False
ORD14328,CUST3815,PROD0497,2023-01-10,2023-01-16,Beauty,Wellness,Wellness - Model 401,1337.68,3,0.1,3611.74,UPI,Shipped,Jaipur,Rajasthan,39,Other,4.0,Social Media,False,N/A,False,36-45,6.0,2023,1,1,High (2K-10K),False
ORD13336,CUST3456,PROD0142,2023-05-08,2023-05-15,Beauty,Skincare,Skincare - Model 345,13628.02,3,0.39,24939.28,Wallet,Delivered,Delhi,Delhi,20,Other,4.0,Mobile App,True,N/A,False,18-25,7.0,2023,5,2,Premium (10K+),False
ORD11652,CUST2376,PROD0405,2023-06-24,2023-06-27,Home & Kitchen,Cookware,Cookware - Model 291,3983.53,1,0.32,2708.8,Debit Card,Delivered,Kolkata,West Bengal,40,Male,5.0,Website,True,N/A,False,36-45,3.0,2023,6,2,High (2K-10K),False
ORD11961,CUST2947,PROD0179,2024-08-12,2024-08-18,Clothing,Women Tops,Women Tops - Model 744,6178.08,1,0.25,4633.56,Net Banking,Processing,Chennai,Tamil Nadu,54,Male,5.0,Email Campaign,True,N/A,False,46-55,6.0,2024,8,3,High (2K-10K),False
ORD10733,CUST2865,PROD0184,2023-04-14,2023-04-16,Clothing,Women Tops,Women Tops - Model 103,7869.83,4,0.11,28016.59,Net Banking,Delivered,Delhi,Delhi,62,Other,4.0,Social Media,False,N/A,False,56+,2.0,2023,4,2,Premium (10K+),False
ORD12138,CUST1686,PROD0468,2023-09-18,2023-09-21,Home & Kitchen,Bedding,Bedding - Model 155,2851.81,2,0.06,5361.4,Debit Card,Shipped,Surat,Gujarat,33,Male,4.0,Mobile App,True,N/A,False,26-35,3.0,2023,9,3,High (2K-10K),False
ORD11057,CUST2345,PROD0498,2023-11-17,,Books,Comics,Comics - Model 244,6058.87,4,0.1,21811.93,Debit Card,Delivered,Bengaluru,Karnataka,20,Other,5.0,Social Media,False,N/A,False,18-25,,2023,11,4,Premium (10K+),False
ORD14635,CUST1654,PROD0134,2024-12-15,2024-12-17,Books,Educational,Educational - Model 984,14288.18,3,0.16,36006.21,Wallet,Delivered,Mumbai,Maharashtra,49,Male,5.0,Mobile App,False,N/A,False,46-55,2.0,2024,12,4,Premium (10K+),False
ORD10711,CUST3915,PROD0426,2023-04-15,2023-04-17,Electronics,Smartphones,Smartphones - Model 746,8954.8,1,0.06,8417.51,Credit Card,Delivered,Surat,Gujarat,48,Female,3.0,Mobile App,True,N/A,False,46-55,2.0,2023,4,2,High (2K-10K),False
ORD13702,CUST3963,PROD0422,2023-01-22,2023-01-31,Electronics,Headphones,Headphones - Model 809,4797.37,3,0.34,9498.79,Wallet,Delivered,Mumbai,Maharashtra,52,Male,3.0,Website,False,N/A,False,46-55,9.0,2023,1,1,High (2K-10K),False
ORD10239,CUST2012,PROD0149,2024-03-02,2024-03-11,Electronics,Tablets,Tablets - Model 290,2697.8,1,0.15,2293.13,UPI,Delivered,Mumbai,Maharashtra,53,Other,2.0,Website,True,N/A,False,46-55,9.0,2024,3,1,High (2K-10K),False
ORD10065,CUST2192,PROD0510,2023-06-25,2023-06-30,Electronics,Cameras,Cameras - Model 678,8163.31,5,0.37,25714.43,COD,Delivered,Bengaluru,Karnataka,21,Other,5.0,Website,True,N/A,False,18-25,5.0,2023,6,2,Premium (10K+),False
ORD10776,CUST3702,PROD0374,2023-05-30,2023-06-09,Books,Fiction,Fiction - Model 787,3477.31,4,0.1,12518.32,COD,Delivered,Jaipur,Rajasthan,19,Male,5.0,Website,True,N/A,False,18-25,10.0,2023,5,2,Premium (10K+),False
ORD10410,CUST2242,PROD0298,2023-05-26,2023-06-02,Electronics,Tablets,Tablets - Model 215,4823.74,5,0.28,17365.46,COD,Delivered,Chennai,Tamil Nadu,57,Other,4.0,Social Media,False,N/A,False,56+,7.0,2023,5,2,Premium (10K+),False
ORD10530,CUST3299,PROD0552,2023-06-27,2023-06-30,Sports,Gym Equipment,Gym Equipment - Model 353,12202.87,4,0.09,44418.45,Debit Card,Delivered,Surat,Gujarat,57,Other,3.0,Social Media,True,N/A,False,56+,3.0,2023,6,2,Premium (10K+),False
ORD12146,CUST2354,PROD0450,2024-10-06,2024-10-12,Clothing,Dresses,Dresses - Model 569,6916.01,2,0.32,9405.77,Credit Card,Shipped,Bengaluru,Karnataka,56,Female,3.0,Referral,False,N/A,False,56+,6.0,2024,10,4,High (2K-10K),False
ORD10589,CUST1707,PROD0577,2023-10-12,2023-10-18,Toys,Action Figures,Action Figures - Model 317,2320.95,3,0.17,5779.17,COD,Shipped,Pune,Maharashtra,46,Male,5.0,Email Campaign,True,N/A,False,46-55,6.0,2023,10,4,High (2K-10K),False
ORD12692,CUST3724,PROD0501,2024-10-03,2024-10-04,Home & Kitchen,Furniture,Furniture - Model 790,198.36,2,0.1,357.05,COD,Delivered,Kolkata,West Bengal,27,Female,1.0,Email Campaign,False,N/A,False,26-35,1.0,2024,10,4,Low (<500),False
ORD13135,CUST2264,PROD0536,2023-03-11,2023-03-21,Sports,Gym Equipment,Gym Equipment - Model 623,9270.91,5,0.11,41255.55,Net Banking,Shipped,Hyderabad,Telangana,29,Female,3.0,Referral,True,N/A,False,26-35,10.0,2023,3,1,Premium (10K+),False
ORD13638,CUST3953,PROD0196,2023-04-28,,Electronics,Cameras,Cameras - Model 396,4407.34,2,0.39,5376.95,COD,Returned,Mumbai,Maharashtra,31,Male,4.0,Referral,False,Wrong Item,False,26-35,,2023,4,2,High (2K-10K),False
ORD13905,CUST1790,PROD0542,2024-03-19,2024-03-20,Books,Biography,Biography - Model 806,7286.11,1,0.09,6630.36,COD,Cancelled,Bengaluru,Karnataka,25,Male,4.0,Mobile App,False,N/A,False,18-25,1.0,2024,3,1,High (2K-10K),True
ORD12759,CUST3109,PROD0431,2024-09-06,2024-09-12,Sports,Swimming,Swimming - Model 386,979.94,3,0.19,2381.25,UPI,Processing,Chennai,Tamil Nadu,55,Female,4.0,Website,False,N/A,False,46-55,6.0,2024,9,3,High (2K-10K),False
ORD11615,CUST3062,PROD0435,2024-03-09,2024-03-14,Beauty,Skincare,Skincare - Model 270,10058.83,4,0.37,25348.25,Wallet,Delivered,Jaipur,Rajasthan,28,Male,4.0,Email Campaign,True,N/A,False,26-35,5.0,2024,3,1,Premium (10K+),False
ORD12414,CUST3087,PROD0148,2024-11-29,2024-12-07,Books,Comics,Comics - Model 488,7606.55,1,0.12,6693.76,Credit Card,Cancelled,Jaipur,Rajasthan,60,Other,2.0,Email Campaign,False,N/A,False,56+,8.0,2024,11,4,High (2K-10K),True
ORD14879,CUST1087,PROD0401,2023-02-22,2023-02-23,Home & Kitchen,Lighting,Lighting - Model 660,12368.76,5,0.2,49475.04,Credit Card,Returned,Delhi,Delhi,44,Other,3.0,Email Campaign,False,Defective,False,36-45,1.0,2023,2,1,Premium (10K+),False
ORD14127,CUST3516,PROD0518,2024-11-25,2024-12-02,Sports,Cycling,Cycling - Model 760,14191.57,1,0.39,8656.86,Net Banking,Cancelled,Mumbai,Maharashtra,60,Other,4.0,Email Campaign,False,N/A,False,56+,7.0,2024,11,4,High (2K-10K),True
ORD10561,CUST3717,PROD0168,2023-01-10,2023-01-15,Electronics,Tablets,Tablets - Model 133,3233.81,5,0.27,11803.41,UPI,Processing,Bengaluru,Karnataka,49,Female,2.0,Email Campaign,False,N/A,False,46-55,5.0,2023,1,1,Premium (10K+),False
ORD10084,CUST1195,PROD0593,2024-11-29,,Clothing,Jackets,Jackets - Model 690,4699.19,1,0.06,4417.24,UPI,Delivered,Jaipur,Rajasthan,53,Other,5.0,Email Campaign,True,N/A,False,46-55,,2024,11,4,High (2K-10K),False
ORD14629,CUST3807,PROD0112,2023-10-27,2023-11-06,Home & Kitchen,Furniture,Furniture - Model 416,7683.03,1,0.31,5301.29,Net Banking,Delivered,Ahmedabad,Gujarat,59,Male,4.0,Social Media,True,N/A,False,56+,10.0,2023,10,4,High (2K-10K),False
ORD13105,CUST2522,PROD0482,2023-10-25,2023-10-28,Toys,Action Figures,Action Figures - Model 495,6544.33,5,0.23,25195.67,UPI,Delivered,Jaipur,Rajasthan,48,Male,4.0,Email Campaign,False,N/A,False,46-55,3.0,2023,10,4,Premium (10K+),False
ORD12534,CUST2248,PROD0439,2024-11-30,2024-12-04,Electronics,Tablets,Tablets - Model 130,11081.15,4,0.28,31913.71,Credit Card,Delivered,Kolkata,West Bengal,61,Other,4.0,Website,False,N/A,False,56+,4.0,2024,11,4,Premium (10K+),False
ORD12144,CUST3892,PROD0213,2023-07-28,2023-07-30,Clothing,Jackets,Jackets - Model 463,7093.96,2,0.08,13052.89,Credit Card,Shipped,Surat,Gujarat,66,Female,4.0,Social Media,False,N/A,False,56+,2.0,2023,7,3,Premium (10K+),False
ORD11526,CUST1898,PROD0323,2023-09-21,2023-10-01,Sports,Yoga,Yoga - Model 985,4308.85,2,0.28,6204.74,Debit Card,Delivered,Chennai,Tamil Nadu,53,Male,2.0,Referral,False,N/A,False,46-55,10.0,2023,9,3,High (2K-10K),False
ORD13247,CUST2892,PROD0137,2023-06-30,2023-07-02,Books,Fiction,Fiction - Model 127,6208.77,4,0.19,20116.41,COD,Delivered,Pune,Maharashtra,34,Other,4.0,Social Media,False,N/A,False,26-35,2.0,2023,6,2,Premium (10K+),False
ORD10734,CUST3471,PROD0360,2023-12-14,2023-12-20,Beauty,Haircare,Haircare - Model 701,5414.52,1,0.18,4439.91,Net Banking,Cancelled,Ahmedabad,Gujarat,43,Other,4.0,Email Campaign,True,N/A,False,36-45,6.0,2023,12,4,High (2K-10K),True
ORD11362,CUST3797,PROD0467,2024-04-14,2024-04-16,Books,Biography,Biography - Model 935,9363.35,3,0.15,23876.54,Debit Card,Cancelled,Surat,Gujarat,18,Other,5.0,Social Media,False,N/A,False,18-25,2.0,2024,4,2,Premium (10K+),True
ORD13534,CUST1223,PROD0597,2023-11-18,,Beauty,Fragrance,Fragrance - Model 289,3525.96,3,0.34,6981.4,Wallet,Delivered,Chennai,Tamil Nadu,56,Other,1.0,Social Media,False,N/A,False,56+,,2023,11,4,High (2K-10K),False
